,author,date,product_id,product_name,firm,rate,text,topic
2907,Roman,22.3.21,ACC0007902-000, ,Sommer Cable,4,"Брал 2 кабеля для подключения мониторов. Один без нареканий пришел, другой проблемный, периодически пропадает сигнал или снижается уровень громкости пока не пошевелишь. В целом все хорошо.",Кабели
2908,Ivan,4.12.19,ACC0007902-000, ,Sommer Cable,4,Usual wire ,Pretty good for commutation 
2909,Bob,14.2.16,ACC0002173-000, ,Cordial,5,Главное - цветной)) Кабель сделан качественно. Мягкий. Думаю прослужит долго.,Кабель микрофонный
2910,Alejandro W,25.1.18,ACC0002173-000, ,Cordial,5,"Aguess it can be used as rope for climbig, or  drying clothes, but you definitely like this for your favorite mic. Very flexible, noiseless, worth for gigs, rehersal and studio application. And its BLUE, for sure.",Any purpose cable
2911,Igor Nikulichev,19.5.16,GIT0035869-000,Helix Floor,Line 6,5,"Все очень удобно и понятно, звук просто супер, возможностей достаточно для самых самых притязательных. ",Супер аппарат.
2912,Ilya Frolov,7.1.17,GIT0035869-000,Helix Floor,Line 6,5,Very realistic sound. A lot of amp and pedal models. Intuitive interface.,Excellent device
2913,Andrey Veselov,4.12.15,PAH0013762-000,GLXD14E/B98 Z2,Shure,5,"Получил недавно сей дивайс. Был приятно удивлён простотой юзабилити. Даже я - медный духовой, смог разобраться в не хитром устройстве. Качество сборки не вызывает нареканий.  Цена качество порадовало.  Жаль что нет возможности прицепить передатчик к инструменту целиком, а только микрофон, но это не страшно. Так же порадовал аккумулятор у передатчика - на 16 часов работы и возможность обновить прошивки.  Всем кто сомневается, что взять.  рекомендую!!",Магический микрофон
2914,Сергей,12.1.18,DRU0033627-000,"Cymbal Bag PBC22, 22"", Powerpad Series",Tama,5,"Когда я его взял в руки он сразу мне показался очень надежным, плотным и теплым! Очень качественные материалы, видно что крепкий и износоустойчивый! ",Великолепный чехол!
2915,Андрей,31.8.21,ACC0005671-000, ,König & Meyer,5,Превосходные стойки. K&M вне конкуренции для профессионального использования. ,Прекрасно
2916,Антон,9.10.17,PAH0008164-000,M-10Lx E Power Conditioner ,Furman,5,"Это просто хорошо работающий прибор. Сделан качественно, функции свои выполняет хорошо. Добавить нечего) ",Просто хорошо работающий прибор)
2917,Stanislav Shcherbak,27.2.17,GIT0030928-000,Slash AFD Les Paul Special-II Outfit (Appetite Amber),Epiphone,5,"Гитара сделана очень качественно. Придраться в этом смысле не к чему. Выглядит дороже, чем стоит. Звучание открытое. Строй держит хорошо.  Пришлось подкрутить гриф (был абсолютно прямой) и настроить высоту струн.В общем, покупкой доволен. Четверку за звук поставил в сравнении с дорогими гитарами. А учитывая цену - пятерка без сомнения. ",Very nice guitar
